,name,gender,meanings
5302,Priyadarshini,g,"delightful to look at,"
5303,Priyadutta,g,earth
5304,Priyala,g,one who gives love
5305,Priyam,g,beloved
5306,Priyamvada,g,sweet spoken
5307,Priyana,g,ideal
5308,Priyanka,g,"beautiful or lovable act symbol or body.,beautiful act, favourite,beautiful or lovable act, symbol or body,"
5309,Priyanvada,g,one who speaks nicely
5310,Procne,g,wife of pandion
5311,Prudence,g,"cautious, intelligent"
5312,Prue,g,form of prudence
5313,Prunella,g,"color of plum.,little plum"
5314,Prunellie,g,color of plum
5315,Prutha,g,daughter of earth
5316,Ptaysanwee,g,
5317,Pualani,g,heavenly flower
5318,Pudza,g,
5319,Pugaloli,g,admirable girl
5320,Puja,g,"same as pooja,prayer, worship,"
5321,Puji,g,gentle
5322,Pujya,g,respectable
5323,Pulak,u,"ecstacy, rapture,a gem, smile"
5324,Puleng,g,out in rain
5325,Puloma,g,wife of the sage bhrigu
5326,Punarnava,g,a star
5327,Pundari,g,
5328,Puneet,u,"pure,pure, holy"
5329,Punnagai,g,lovely smile
5330,Punthali,g,"a doll,doll"
5331,Punya,g,"virtuous,good work"
5332,Purandhri,g,same as gayatri
5333,Purity,g,"unsullied, clean"
5334,Purlen,g,closed rose that opens in the morning.
5335,Purna,g,
5336,Purnima,g,"full moon,"
5337,Purva,g,"east,elder, breeze"
5338,Purvaja,g,elder sister
5339,Purvi,g,from the east
5340,Pusha,g,nourishing
5341,Pushpa,g,"flower,flower; blossom"
5342,Pushpagandha,g,juhi flower
5343,Pushpalata,g,flower creeper
5344,Pushpanjali,g,flower offering
5345,Pushpavathi,g,
5346,Puspa,g,flower
5347,Pusti,g,"nourishment endorsement,nourishment, endorsement"
5348,Putana,g,"blowing hard, demon"
5349,Putholi,g,new light
5350,Putul,g,doll
5351,Pyralis,u,of fire
5352,Pyrena,g,the fiery one
5353,Pyrene,g,ardent
5354,Pyrenie,g,ardent
5355,Pyrrha,g,daughter of epimetheus
5356,Pythia,g,a prophet
5357,Qamra,g,moon
5358,Qimat,u,valuable
5359,Quasar,g,meteorite
5360,Quenby,g,womanly
5361,Quennell,u,oak tree
5362,Quentin,u,"from the queens estate.,fifth.,the fifth"
5363,Querida,g,"one who is loved.,beloved"
5364,Quibilah,g,peaceful
5365,Quorra,g,heart
5366,Raaka,g,full moon
5367,Rabhya,g,worshipped
5368,Rachana,g,"creation,arrangement; construction; creation"
5369,Rachelle,g,lamb
5370,Rachna,g,"creation,construction, arrangement,arrangement; construction; creation"
5371,Rada,g,glad
5372,Radella,g,elfin counselor
5373,Radharani,g,
5374,Radilu,g,works for the people
5375,Radinka,g,joyful
5376,Radka,g,someone who rejoice
5377,Radman,u,joy
5378,Radmilla,g,a worker for the people
5379,Raeanne,g,graceful lamb
5380,Raedself,g,elfin counselor
5381,Raena,g,queen
5382,Raeni,g,queen
5383,Raga,g,melody
5384,Ragi,g,loving
5385,Ragini,g,melody
5386,Ragnara,g,"feminine form of ragnor, strong army."
5387,Ragnhild,g,one who is wise in battle
5388,Ragnild,g,warrior goodness
5389,Ragnilde,g,wise strength
5390,Rahel,g,"polish form of rachel, lamb."
5391,Rahela,g,
5392,Rahni,g,princess
5393,Rain,u,blessings from above
5394,Raisa,g,rose
5395,Raison,g,thinker
5396,Raissa,g,thinker
5397,Rajani,u,night
5398,Rajanigandha,g,"night blossoming scented flower.,night blossoming flower,scented flower"
5399,Rajashri,g,"royalty,king's pride, ornament"
5400,Rajata,u,"silver,sovereignty"
5401,Rajdulari,g,dear princess
5402,Rajeshri,g,queen
5403,Rajhansa,g,swan
5404,Raji,u,"name of a king,shining"
5405,Rajkumari,g,princess
5406,Rajlakshmi,g,
5407,Rajnandini,g,princess
5408,Rajni,g,night
5409,Rajshri,g,sage-like king
5410,Rajul,u,brilliant
5411,Rajveer,g,brave king
5412,Rajvinder,g,
5413,Raka,u,full moon
5414,Raksha,g,protection
5415,Rakshasamardini,g,destroyer of demons.
5416,Rakti,g,pleasing
5417,Ralph,u,wolf counselor
5418,Ramani,u,"beautiful girl,,a beautiful girl"
5419,Rambha,g,name of an apsara
5420,Ramini,g,beautiful woman
5421,Ramneet,g,
5422,Ramola,g,who takes interest in everything
5423,Ramona,g,"protector,wise defender.,feminine form of raymond: counsel; mighty protection; guards wisely.."
5424,Ramya,g,"beautiful,delightful"
5425,Ranae,u,ressurected
5426,Randi,u,wolf shield
5427,Randie,u,shield-wolf
5428,Randy,u,son of rand
5429,Rane,u,"queen,strong counselor. from the ancient personal name ragnar.."
5430,Ranee,g,queen
5431,Rangana,u,"to be coloured, dyed or painted,happy"
5432,Ranjana,g,"entertainment,enjoyment,"
5433,Ranjini,g,pleasing
5434,Ranjudeep,g,
5435,Rannveig,g,house woman
5436,Ranveig,g,house woman
5437,Raquel,g,"innocent.,a ewe,the portuguese version of the name rachel.."
5438,Raquella,g,very expressive
5439,Rasam,g,
5440,Rashi,u,a collection of wealth; sign
5441,Rashia,g,
5442,Rashmi,u,"a ray of light,sun rays"
5443,Rashonta,g,princess
5444,Rasia,g,queen
5445,Rasine,g,a rose
5446,Rasna,u,"tongue, speech,ray"
5447,Rata,g,a plant
5448,Ratana,g,crystal
5449,Ratanjali,g,red sandal wood
5450,Rathtyen,g,"legendary daughter of clememyl.,legendary daughter of clememyl.."
5451,Rati,g,"most beautiful lady wife of cupid.,joy, wife of kamdeva,wife of cupid ( kamdev )"
5452,Ratna,g,gem
5453,Ratnabala,g,jewelled
5454,Ratnabali,g,"string of pearls,the heroine of sanskrit sahitya"
5455,Ratnajyoti,g,light from a jewel
5456,Ratnali,g,a jewelled
5457,Ratnamala,g,jewels necklace
5458,Ratnangi,g,whole body adorned with jewels
5459,Ratnaprabha,g,"earth, light from a jewel"
5460,Ratnapriya,g,one who likes jewels
5461,Ratnavali,g,"a bunch of gems,a bunch of gems, earth"
5462,Rattan,g,gem
5463,Ravati,g,a mythical princess
5464,Raviprabha,g,"sunlight.,light of the sun"
5465,Rawnie,g,lady
5466,Raylai,g,princess
5467,Raylee,g,princess
5468,Raymond,u,"guards wisely.,wise protection"
5469,Raymonde,g,feminine form of raymond: counsel; mighty protection; guards wisely..
5470,Reanna,g,from the combination of rae and anna.
5471,Rebha,g,sings praises
5472,Redell,u,red meadow
5473,Redford,u,over the red river
5474,Reegan,u,one who rules
5475,Reese,u,"enthusiastic,ardent; fiery."
5476,Rehema,g,compassionate
5477,Reine,g,queen
5478,Reinheld,g,wise strength
5479,Reinhelda,g,wise strength
5480,Reit,g,speaker
5481,Reman,g,
5482,Remedy,u,cure
5483,Remei,u,remedy
5484,Renea,g,"beautiful, having of love and beautiful."
5485,Reneeka,g,song
5486,Renild,g,wise strength
5487,Renilda,g,wise strength
5488,Renilde,g,wise strength
5489,Rennie,u,to rise again
5490,Renny,u,"to rise again.,compact strength"
5491,Renu,g,"particle, grain, sand,molecule, particle, earth,"
5492,Resham,u,silk
5493,Reshmi,g,silken
5494,Resi,g,one who harvests
5495,Reta,g,speaker
5496,Revathi,g,wealth
5497,Revati,g,"wife of balarama a star,prosperity,wife of balarama, 27th nakshatra"
5498,Rewa,g,"slender,swift"
5499,Rezi,g,gatherer
5500,Rhan,g,"fate,fate."
5501,Rhawn,g,"coarse long hair,coarse long hair."
5502,Rhea,g,"rivers,singer"
5503,Rhearn,g,magic madien or little flower.
5504,Rhedyn,g,"fern,fern."
5505,Rheeya,g,
5506,Rheta,g,speaker
5507,Rhete,g,speaker
5508,Rhiain,g,"maiden,maiden."
5509,Rhian,g,magic maiden
5510,Rhianwen,g,"comely maiden,comely maiden."
5511,Rhianwyn,g,"comely maiden,comely maiden."
5512,Rhoda,u,roses
5513,Rhodantha,g,rose
5514,Rhodanthe,g,a rose
5515,Rhodes,u,"lives near the crucifix.,field of roses"
5516,Rhodia,g,rose
5517,Rhonda,g,"powerful river,contemporary name attributed to the welsh origin, meaning good spear.."
5518,Rhonwen,g,"a white lance, or white hair.,fair lance; fair, slender. welsh form of rowena: white-haired.."
5519,Rhoslyn,g,lovely rose
5520,Rhosyn,g,"rose,rose."
5521,Rhys,u,"a stream,ardour; rashness."
5522,Rianna,g,"sweet basil, virtuous"
5523,Ricadonna,g,ruling lady
5524,Ricarda,g,"strong ruler,ruler.,ruling lady.,rules the home."
5525,Ricci,u,forever strong
5526,Richa,g,hymn; the writing of the vedas
5527,Richard,u,"powerful, rich ruler,powerful; strong ruler. a teutonic name from the european middle ages. englands king richard coeur de lion was a crusading knight.."
5528,Richelle,g,fem form of richard
5529,Richenda,g,"feminine form of richard, hard ruler."
5530,Richitha,g,
5531,Richlynn,g,"powerful ruler, cascade of wealth."
5532,Richmal,g,"feminine form of richard, hard ruler."
5533,Riddhi,g,"achievement will follow,fortunate"
5534,Rider,u,farmer
5535,Ridhi,g,prosperity
5536,Ridhima,g,full of love
5537,Rigg,u,lives near the ridge
5538,Rigmor,g,name of danish queen
5539,Rigmora,g,name of a queen
5540,Rijuta,g,"innocent,innocense"
5541,Rikka,g,feminine form of rikkard
5542,Riley,u,"rye. form of ryley.,valiant.,a small stream"
5543,Rilla,g,brook
5544,Rille,g,brook
5545,Rilletta,g,stream
5546,Rillette,g,stream
5547,Rillia,g,brook
5548,Rillie,g,brook
5549,Rimca,g,form of rebecca
5550,Rind,g,a giant
5551,Rinda,g,a giant
5552,Rishima,g,moonbeam
5553,Rishma,g,
5554,Rishmitha,g,
5555,Riti,u,"motion,memory; well being"
5556,Ritsa,g,defender of mankind
5557,Ritu,g,season
5558,Rituparna,g,leafy season
5559,Ritza,g,protector of man
5560,Rive,g,from the shore
5561,River,u,from the river
5562,Riya,g,singer
5563,Rizpah,g,hope
5564,Robbin,u,famous brilliance
5565,Robert,u,"bright fame,famed; bright; shining. an all-time favorite boys name since the middle ages..,famed, bright; shining. an all-time favorite boys name since the middle ages. famous bearers: scottish national hero robert the bruce and novelist robert ludlum..,famed; bright; shining. 14th-century king robert the bruce. robert burns the poet.."
5566,Roberta,g,"brilliant,feminine form of robert: famed, bright; shining. an all-time favorite boys name since the middle ages. famous bearers: scottish national hero robert the bruce and novelist robert ludlum.."
5567,Robertia,g,famous
5568,Robinetta,g,small robin
5569,Robinette,g,small robin
5570,Robinia,g,robin
5571,Robyn,u,"a small bird,feminine form of robert: famed, bright; shining. an all-time favorite boys name since the middle ages. famous bearers: scottish national hero robert the bruce and novelist robert ludlum.."
5572,Roch,u,"rock.,glory"
5573,Rochelle,g,a rock
5574,Rochi,g,light
5575,Rocio,u,"dewdrops,dew drops."
5576,Roderica,g,a famous ruler
5577,Roesia,g,rose
5578,Rohais,g,rose
5579,Rohana,g,sandalwood
5580,Rohine,g,sparkling fame
5581,Rohini,g,"a star,moon,4th nakshatra, cow, lightening"
5582,Roial,g,regal
5583,Rolanda,g,from the famous land
5584,Rolande,g,from the famous land
5585,Rollanda,g,renowned
5586,Rollande,g,renowned
5587,Rollin,u,"wolf.,wolf"
5588,Romaine,g,"woman of rome.,from rome"
5589,Rome,u,from the city of rome
5590,Romelda,g,glorified battle maiden
5591,Romelde,g,glorified battle maiden
5592,Romhild,g,glorious battle maiden
5593,Romhilda,g,glorious battle maiden
5594,Romhilde,g,glorious battle maiden
5595,Romia,g,from rome
5596,Romila,u,heartfelt
5597,Romilda,g,a glorious warrior maiden
5598,Romilde,g,glorious battle maiden
5599,Ronald,u,"advisor to the king,mighty counselor/ruler.,rules with counsel. form of reynold.."
5600,Ronalda,g,"powerful also a feminine form of ronald.,feminine form of ronald: mighty counselor/ruler.."
5601,Ronalde,g,powerful
5602,Ronalee,g,from rona and lee
5603,Ronda,g,grand
5604,Rondzona,g,
5605,Ronelle,g,powerful seas
5606,Ronna,g,"form of veronica true image.,feminine form of ronald: mighty counselor/ruler.."
5607,Ronnaug,g,house woman
5608,Ronny,u,"true image,powerful. rules with counsel. form of reynold..,rules with counsel. form of ronald from reynold.."
5609,Roop,g,appearance
5610,Roopa,g,blessed with beauty
5611,Roopali,g,pretty
5612,Roopini,g,beautiful appearance
5613,Roopjot,g,beauty
5614,Roopkanwal,g,
5615,Rosabela,g,beautiful rose
5616,Rosalia,g,"rose.,rose garlands"
5617,Rosalie,g,"from rose,rose."
5618,Rosalind,g,"fair rose,compound of horse and snake.."
5619,Rosamonde,g,rose
5620,Rosamund,g,horse protection
5621,Rosamunde,g,famous defender
5622,Rosanna,g,compound of rose and anne (favour; grace)..
5623,Rose,u,"rose (flower name).,rose.,horse; fame.,of the rose blossom,flower."
5624,Rosel,g,rose
5625,Roselani,g,heavenly rose
5626,Roselle,g,rose
5627,Rosemaria,g,bitter
5628,Rosemarie,g,"bitter flower,bitter."
5629,Rosemary,g,bitter rose
5630,Rosemond,g,famous defender
5631,Rosemonde,g,noted protector
5632,Rosemunda,g,noted protector
5633,Roser,g,rose plant
5634,Roshna,g,bright
5635,Rosine,g,little rose-from rozene
5636,Rossana,g,rose
5637,Rossitva,g,from rossa
5638,Roux,g,red
5639,Rowan,u,"from the rowan tree.,red. rowan tree (a type of ash tree). famous bearer: actor rowan atkinson..,tree with red berries, mountain ash."
5640,Rowanne,g,"tree with red berries, graceful."
5641,Rowdy,u,"loud, spirited,boisterous. western nickname.."
5642,Royal,u,"of the king,regal.,red."
5643,Royale,g,regal
5644,Roza,g,rose
5645,Rozalia,g,"a rose,rose."
5646,Rozamond,g,reknown defender
5647,Rozene,g,"a rose,rose."
5648,Rozhin,g,the begining of the day
5649,Rozmonda,g,noted protector
5650,Rozomund,g,noted protector
5651,Rozyuka,g,rose
5652,Ruana,g,musical instrument
5653,Rubie,g,jewel
5654,Ruby,u,"a ruby jewel,jewel."
5655,Rucha,g,vedic lyrics
5656,Ruchi,g,"taste,light"
5657,Ruchira,g,"tasty,saffron, tasty"
5658,Rudella,g,famous
5659,Rudelle,g,famous
5660,Rugu,g,soft
5661,Ruhin,g,spiritual
5662,Ruihi,g,maori form of lucy
5663,Rujul,u,"honest,simple, honest,soft spoken"
5664,Rujuta,g,"honesty sincerity,honesty, sincerity"
5665,Rukma,g,"gold,golden"
5666,Ruma,g,"queen of the apes,vedic hymn,light"
5667,Runa,g,secret love
5668,Rune,u,"a rune.,a secret"
5669,Rungthip,g,peak of the day
5670,Ruomhildi,g,glorious battle maiden
5671,Rupa,g,"beauty,silver,beauty, silver"
5672,Rupal,g,made of silver
5673,Rupali,g,"beautiful,beautiful, pretty"
5674,Rupashi,g,beautiful
5675,Rupashri,g,a musical raagini
5676,Rupasi,g,beautiful lady
5677,Ruperta,g,bright fame
5678,Rupetta,g,famous
5679,Rupette,g,famous
5680,Rupi,g,beauty
5681,Rupinder,g,beautiful
5682,Rusalka,g,wood sprite
5683,Rusham,u,peaceful
5684,Russu,g,rose
5685,Rusti,u,red head
5686,Rusty,u,"red headed,nickname for a red-haired person.."
5687,Rute,g,beautiful
5688,Rutva,u,speech
5689,Ruusu,g,rose
5690,Ruza,g,rose
5691,Ryba,g,fish
5692,Ryder,u,horseman
5693,Rydia,g,rose pettles on still water.
5694,Ryella,g,pure
5695,Ryenne,g,to bring home from overseas.
5696,Ryesen,g,rye
5697,Ryland,u,"from the rye land,island meadow."
5698,Ryshia,g,love and peace
5699,Saanjh,u,evening
5700,Sabeena,g,beautiful
5701,Sabin,u,from the sabines
5702,Sable,g,black
5703,Sabrang,u,rainbow
5704,Sabrinah,g,"legendary princess, alternate spelling sabrina."
5705,Sachet,u,"consciousness,consciosness"
5706,Sadhvi,g,virtuous woman
5707,Sadzi,g,sun heartclock
5708,Saee,g,female friend
5709,Saeth,g,"arrow,arrow."
5710,Saffi,g,form of sophie wisdom
5711,Saffron,g,yellow flower
5712,Sagara,u,ocean
5713,Sagari,g,from the ocean
5714,Sage,u,"from the spice,wise one."
5715,Sagira,g,little one
5716,Sagun,u,"auspicious gift, omen,auspicious"
5717,Saguna,u,"virtuous,having good qualities"
5718,Sahana,g,patience
5719,Sahara,u,"wilderness,shelter, helpful"
5720,Sahasra,g,a new beginning
5721,Saheli,g,friend
5722,Sahiba,g,the lady
5723,Sahila,g,guide
5724,Sahima,g,snowed
5725,Sahira,g,mountain
5726,Sahitya,g,literature
5727,Sahoj,g,strong
5728,Sailor,u,sailor
5729,Sajala,g,"clouds,cloud"
5730,Sajani,g,beloved; loving; well loved
5731,Sajili,g,decorated
5732,Sakari,g,sweet
5733,Sakra,g,from india
5734,Sakshi,g,witness
5735,Sakti,u,"energy goodness,"
5736,Sakujna,g,bird
5737,Salal,g,a plant
5738,Salali,g,"squirrel,squirrel (cherokee)."
5739,Salama,g,peaceful
5740,Salila,g,water
5741,Samali,g,bouquet
5742,Samarra,g,the guardian
5743,Samata,g,equality
5744,Samidha,g,an offering for a sacred fire
5745,Samiksha,g,analysis
5746,Samoanna,g,princess
5747,Sampada,u,"blessing,wealth"
5748,Sampatti,g,wealth
5749,Sampriti,g,attachement
5750,Samreen,g,a lovely quite girl.
5751,Samreet,g,
5752,Samriddhi,g,prosperity
5753,Samrta,g,provided with nectar
5754,Samskara,u,ethics
5755,Samvarta,g,a mythical mare
5756,Samvidha,g,"direct, lead"
5757,Samyuktha,g,union of all virtues
5758,Sanchali,g,"movement,highly mobile"
5759,Sanchaya,g,collection
5760,Sancia,g,"holy.,holy"
5761,Sandahl,g,defender of mankind
5762,Sandana,g,fragrance
5763,Sandanammal,g,fragrance
5764,Sandhya,g,"evening,dusk; perfection"
5765,Sandi,g,"defender, helper of all men."
5766,Sandie,g,the protector and helper of mankind.
5767,Sandrine,g,helper and defender of mankind.
5768,Sanemi,g,perfect
5769,Sangeeta,g,music; musical
5770,Sangrida,g,a valkyrie
5771,Sanjana,g,"gentle,in harmony"
5772,Sanjaya,g,triumphant
5773,Sanjeet,u,invincible
5774,Sanjeevani,g,immortality
5775,Sanjivani,g,immortality
5776,Sanjna,g,"conscientious,well known"
5777,Sanjukta,g,union
5778,Sanjula,g,beautiful
5779,Sanjushree,g,beautiful
5780,Sankul,u,"crowded together, dense,full of"
5781,Sannidhi,u,"nearness, holy place,nearness"
5782,Sanobar,u,"pine tree fir,a pine tree,palm tree"
5783,Sanoja,g,eternal
5784,Sanskriti,g,culture
5785,Santosh,u,"happiness,satisfaction,"
5786,Santushti,g,complete satisfaction
5787,Sanura,g,"kitten (swahili).,kitten"
5788,Sanvali,g,dusky
5789,Sanyukta,g,"union,relating to"
5790,Saparna,g,leafy
5791,Saphala,g,successful
5792,Sapna,g,dream
5793,Sarabjeet,g,winning all
5794,Sarakshi,g,good sight
5795,Sarala,g,"simple,fluent,straight; honest,simple, black tulsi ( basil )"
5796,Sarama,g,"nice,wife of bibhisan"
5797,Saravati,g,a river
5798,Sarff,g,"snake,snake."
5799,Sargini,g,composed of parts
5800,Sarila,g,water flood
5801,Sarisha,g,"sophisticated,charming"
5802,Sarjana,g,creative; creation
5803,Sarjena,g,creative
5804,Sarla,g,straight forward
5805,Sarohildi,g,armored battle maiden
5806,Saroj,u,"lotus,lotus flower"
5807,Saroja,g,lotus
5808,Sarojini,g,"in the lotus,a lake full of lotuses"
5809,Saruchi,g,wonderful
5810,Sarupa,g,beautiful
5811,Saruprani,g,beautiful woman
5812,Sasa,g,princess
5813,Sashenka,g,defender and helper of mankind.
5814,Sasilvia,g,from the name silvia
5815,Saskia,g,protector of mankind
5816,Satha,g,"dishonest, hundred"
5817,Satinka,g,sacred dancer
5818,Satroop,g,
5819,Satvari,g,night
5820,Satvi,g,existence
5821,Satyarupa,g,truth; personified
5822,Satyavati,g,"true,truthful,mother of vyasa, one who spaks truth"
5823,Saudamini,g,"lightning,lightening"
5824,Saumyi,g,moonlight
5825,Savarna,g,"same color,daughter of the ocean,daughter of the ocean, wife of sun"
5826,Savea,g,the swedish nation
5827,Savi,g,sun
5828,Savitari,g,daughter of ashvapati
5829,Savitashri,u,lustre of the sun
5830,Savitha,g,"bright, sun"
5831,Savvy,g,smart
5832,Saxon,u,"germanic tribe,dagger; short sword. in the 5th century, the germanic saxons frequently invaded britain.."
5833,Saxona,g,one of the sword people
5834,Saxonia,g,a saxon
5835,Saxons,g,a saxon
5836,Saxton,u,swordsman
5837,Sayali,g,
5838,Scelflesh,g,from the edge meadow
5839,Schmetterling,g,butterfly
5840,Schuyler,u,scholar
5841,Schyler,u,sheltering
5842,Scott,u,"of scottish origin,scottish; wanderer."
5843,Scout,u,first explorer
5844,Scylla,g,a sea monster
5845,Searlait,g,"tiny and womanly,feminine form of charles: mannish, manly.."
5846,Seath,u,appointed
5847,Sebastene,g,adored
5848,Sebastiana,g,"adored,feminine form of sebastiano: revered.."
5849,Sebastiene,g,"feminine form of sebastiano, revered."
5850,Sebastienne,g,adored
5851,Sebille,g,a fairy
5852,Seemanti,g,parting line
5853,Seemantini,g,woman
5854,Seentahna,g,strangth and courage
5855,Sejal,g,pure; depth in character
5856,Selk,g,another form of isis
5857,Selma,g,"comely.,divine protector,fair"
5858,Selvakumari,g,prosperous girl
5859,Selvarasi,g,prosperous girl
5860,Selvi,g,youthful
5861,Sema,g,divine omen
5862,Semanti,g,a white rose
5863,Sembaruthi,g,acbeautiful flower
5864,Semele,g,a figure from greek mythology.
5865,Semira,g,"fulfilled,from heaven."
5866,Senbagam,g,a flower
5867,Sendalir,g,
5868,Sendhen,g,sweet as pure honey
5869,Sengamalam,g,red lotus
5870,Senta,g,assistant
5871,Sentamarai,g,red lotus
5872,Sentamil,g,classic tamil
5873,Sente,g,assistant
5874,Serendipity,g,fateful meeting
5875,Serenity,g,peaceful disposition
5876,Serepta,g,peaceful
5877,Serhild,g,armored battle maiden
5878,Serhilda,g,armored battle maiden
5879,Serihilda,g,armored battle maiden
5880,Serihilde,g,armored battle maiden
5881,Serilda,g,armored battle maiden
5882,Serilde,g,armored battle maiden
5883,Serpuhi,g,holy
5884,Serq,g,another form of isis
5885,Seva,u,"service, attendance, care,worship"
5886,Sevandhi,g,chrysanthemum
5887,Sevati,g,white rose
5888,Sevda,g,great love
5889,Seven,u,the number 7
5890,Severin,u,"boundary.,severe"
5891,Sevgi,g,love
5892,Sevilen,u,loved
5893,Sevilin,u,beloved
5894,Sevti,g,white rose
5895,Sezja,g,protector
5896,Shabadpreet,g,the one who loves the holy word
5897,Shabnan,g,raindrop
5898,Shada,g,"pelican,pelican."
5899,Shadow,u,shade from sun
5900,Shagun,u,"auspicious,auspicious moment"
5901,Shahdi,g,happy
5902,Shaibya,g,faithful wife
5903,Shailasha,g,parvati; one who lives in the mountain
5904,Shaili,g,tradition
5905,Shaivi,g,prosperity
5906,Shakeela,g,beautiful
5907,Shako,g,mint
5908,Shakra,g,owl
5909,Shakuntala,g,"wife of dushyant,mother of bharat, wife of shantanu"
5910,Shalalu,g,perfume
5911,Shalin,u,"cotton plant,modest"
5912,Shalini,g,"modesty,modest,modesty, house -wife"
5913,Shalise,g,beautiful
5914,Shalom,u,"peace, hello"
5915,Shalome,g,peace
5916,Shambari,g,illusion
5917,Shambhukanta,g,"wife of shambhu,wife of shambhu (i.e. parvati)"
5918,Shampa,g,lightning
5919,Shanata,g,peaceful
5920,Shannelle,g,channel
5921,Shanon,u,form of shannon wise one
5922,Shansa,u,praise
5923,Shantay,g,enchanted
5924,Shantell,g,song
5925,Shanthini,g,
5926,Shanti,g,peace
5927,Shanton,g,we sing
5928,Shapa,g,cursed
5929,Shaquana,g,"truth in life.,truth in life"
5930,Sharama,g,dog of dawn
5931,Sharani,g,the earth; protector; guardian
5932,Sharanjeet,g,one who attains the guru's shelter
5933,Sharaya,g,
5934,Sharbari,g,night
5935,Sharini,g,earth
5936,Sharla,g,little and womanly form od charlotte.
5937,Sharmadha,g,
5938,Sharman,u,a fair share
5939,Sharmila,g,"blissful one,shy,modest"
5940,Sharmistha,g,wife of yayati
5941,Sharnta,g,to sing or cheer
5942,Sharona,g,flat clearing
5943,Sharvari,g,"twilight,night, lady"
5944,Shasha,g,moon
5945,Shashi,u,"the moon, moonbeam,moon,"
5946,Shashibala,g,"the moon,a girl with round (moon-like) face"
5947,Shashini,g,moon
5948,Shashiprabha,g,moon light
5949,Shasta,g,three
5950,Shaswati,g,eternal
5951,Shateque,g,"a follower.,follower"
5952,Sheakia,g,origin unknown
5953,Sheehan,u,"peacemaker,peaceful child"
5954,Sheela,g,"character,one with good morals"
5955,Sheet,g,"coldness origin, sanskrit"
5956,Sheetal,g,"cool contemporary,cool"
5957,Shefali,g,"fragrant,a flower"
5958,Shejali,g,a fruit
5959,Shelbi,g,from the sheltered farm
5960,Shelbie,g,sweet amd loyal
5961,Shelby,u,a sheltered town
5962,Shelley,u,meadow on a ledge
5963,Shelly,u,meadow on a ledge
5964,Shemyukta,g,
5965,Sheoli,g,
5966,Shepry,g,friendly and honest mediator.
5967,Sheree,u,dear/dearest adapted from cherie.
5968,Sherise,g,from the name charisse
5969,Sheryl,g,charity
5970,Sheshebens,g,"small duck,small duck (chippewa)."
5971,Shevalini,g,a river
5972,Shevanti,g,a flower
5973,Shibboleth,g,ear of corn stream or flood.
5974,Shichi,g,glow
5975,Shijanca,g,joy of life and love of all worls.
5976,Shila,g,"rock,stone,strong stone; rock"
5977,Shilavatia,g,river
5978,Shilna,g,
5979,Shilpa,g,"statue carved out of stone.,perfectly created,stone"
5980,Shima,g,mother
5981,Shinjini,g,anklebells
5982,Shipra,g,"a river,a holy river flowing thru ujjain,a river; one of the sacred rivers in hinduism; purity"
5983,Shirin,g,charming
5984,Shirley,u,bright meadow
5985,Shirlyn,g,bright meadow
5986,Shishirkana,u,particles of dew
5987,Shiuli,g,flower
5988,Shivangi,g,beautiful
5989,Shivanjali,g,
5990,Shivanshi,g,a part of shiv
5991,Shivi,g,
5992,Shivli,g,flower
5993,Shlesha,g,more than enough
5994,Shloka,g,verse
5995,Shobha,g,"attractive,beauty; wish,attractive, beauty"
5996,Shobhana,g,"shining, glowing"
5997,Shobhna,g,"ornamental shining,ornamental, shining, beautiful"
5998,Sholeh,g,fire
5999,Shoma,g,
6000,Shomili,g,beautiful and elegant
6001,Shonima,g,redness
6002,Shoushan,g,lily
6003,Shpresa,g,hope
6004,Shradhdha,g,"faith trust,faith, trust"
6005,Shravanthi,g,name in buddhist literature
6006,Shravasti,g,an ancient indian city
6007,Shraya,g,shresth
6008,Shreela,g,beautiful
6009,Shreema,g,prosperous
6010,Shreeparna,g,tree adorned with leaves
6011,Shrejal,g,
6012,Shrena,g,
6013,Shresta,g,foremost; best; first
6014,Shresth,u,best of all
6015,Shresthi,u,best of all
6016,Shreya,g,"auspicious,beautiful"
6017,Shri,g,"wealthy,lustre"
6018,Shridula,g,blessing
6019,Shrigeeta,g,the sacred geeta
6020,Shrijani,g,creative
6021,Shrikirti,g,lustrous fame
6022,Shrikumari,g,lustrious
6023,Shrila,g,beautiful
6024,Shrinitha,g,
6025,Shristi,g,
6026,Shriya,g,prosperity
6027,Shrujana,g,creative an intelligent
6028,Shrutaly,g,
6029,Shruthi,g,"lyrics, musical notes"
6030,Shrutuja,g,
6031,Shubhada,g,"giver of luck,one who brings goodness"
6032,Shubhangi,g,"beautiful,handsome"
6033,Shubhra,g,"white; the ganga,white, ganga river in mountain stage"
6034,Shuchi,g,"pure,clean, pure, holy"
6035,Shukti,g,pearl-oyster
6036,Shukura,g,grateful
6037,Shuman,g,"rattlesnake handler,rattlesnake handler (hopi).."
6038,Shushma,g,fragrant
6039,Shveni,g,white
6040,Shveta,g,white
6041,Shweta,g,"lovable; white,white complexioned"
6042,Shyamali,g,dusky
6043,Shyamalima,g,dusky
6044,Shyamangi,g,dark-complexioned
6045,Shyamari,g,dusky
6046,Shyamasri,g,dusky
6047,Shyamini,g,
6048,Shyamlata,g,a creeper with dusky leaves
6049,Shysie,g,silent little one
6050,Sibella,g,"prophetess, oracle"
6051,Sibeta,g,pulling white sucker fish from under a rock.
