,name,gender,meanings
34116,Omio,b,
34117,Omisha,g,goddess of birth &death
34118,Omit,b,
34119,Omitabho,b,
34120,Omkar,b,"a holy letter and sound,mystic name for hindu gods,sound of om, divine sound,beginning of life; creator of om"
34121,Omkareshwar,b,shiva
34122,Omkareshwari,g,"goddess parvati, gauri"
34123,Omkarnath,b,"lord of omkaar, shiva,shiva"
34124,Ommar,b,first son
34125,Omol,b,
34126,Omolf,b,son of armod
34127,Omor,b,
34128,Omora,g,honor
34129,Omoria,g,honor
34130,Omorose,g,beautiful
34131,Omparkash,b,light of god
34132,Ompati,b,master of om
34133,Omphale,g,a queen of lydia
34134,Omprakash,b,light of om
34135,Omran,b,solid structure
34136,Omri,b,live long
34137,Omrita,g,
34138,Omswaroop,b,manifestation of divinity
34139,Omswarup,b,like om
34140,Omurtag,b,
34141,Omusa,g,missing things when shooting with arrows.
34142,On,u,peace
34143,Ona,g,"graceful.,full of grace,one. also a variant of una: lamb; together.."
34144,Onaedo,g,gold
34145,Onam,g,festival
34146,Onan,b,wealthy
34147,Onaona,g,sweet smell
34148,Onatah,g,corn spiritdaughter of the earth.
34149,Onawa,g,"awake,wide awake."
34150,Onawah,g,wide-awake one
34151,Ondrea,g,"strong, courageous"
34152,Ondrus,b,manly
34153,Ondyaw,b,"legendary son of a french duke.,legendary son of a french duke.."
34154,Ondzoli,g,
34155,Oneal,b,
34156,Oneida,g,eagerly awaited
34157,Onella,g,"torch light,light"
34158,Onesimus,b,profitable useful
34159,Onesiphorus,g,who brings profit
34160,Oneta,g,
34161,Oney,g,
34162,Onfroi,b,peacefui hun
34163,Oni,u,"born on holy ground,shelter, cover,shelter"
34164,Onida,g,"the one searched for,the one searched for."
34165,Onidipa,g,
34166,Onie,g,
34167,Onika,b,warrior
34168,Onil,b,
34169,Onima,g,
34170,Oninddo,b,
34171,Onindro,b,
34172,Onit,g,"graceful.,graceful"
34173,Onnan,b,mariner
34174,Onnie,g,
34175,Onnoda Prosad,b,
34176,Onofre,b,defender of peace
34177,Onora,g,"honor.,honor"
34178,Onosij,b,
34179,Onslow,b,"hill of the passionate one.,from the zealous ones hill.."
34180,Onslowe,b,from the zealous ones hill.
34181,Ontibile,g,god is watching over me
34182,Onund,b,son of viking
34183,Onuris,b,brings back the distant one.
34184,Ony,b,eagle
34185,Onyebuchi,b,like god
34186,Onyx,g,a semi-precious stone
34187,Ooghavanth,b,sun of prateeka of surya dynasty.
34188,Oojam,b,enthusiasm
34189,Oola,g,a red lizard
34190,Oona,g,"one.,one"
34191,Oonagh,g,one
34192,Oorjit,b,"powerful,powerful, strong"
34193,Oormila,g,daughter of king janaka of mithila; the youger sister of sita; name of lakshman's wife
34194,Ooschie,b,a running water fall
34195,Oota dabun,g,day star (algonquin).
34196,Oota-Dabun,g,day star
34197,Opa,g,owl
34198,Opaka,g,
34199,Opal,u,"precious gem,opal (precious stone). jewel names became popular in the 19th century.."
34200,Opalina,g,jewel
34201,Opaline,g,a jewel
34202,Opara,b,generous one
34203,Opel,g,jewel
34204,Opha,g,
34205,Ophelia,g,"serpentine.,helper"
34206,Ophelie,g,serpentine
34207,Ophion,b,a serpent
34208,Ophir,u,the land of gold
34209,Ophira,g,gold
34210,Ophra,g,"fawn.,fawn"
34211,Ophrah,g,"fawn.,light"
34212,Opinder,b,proximity to god
34213,OppilaMani,b,peerless gem
34214,Oppilaa,g,unique
34215,OppilaaChelvi,g,unique girl
34216,OppilaaNangai,g,unique lady
34217,Oppilan,b,peerless gem
34218,Oprah,g,"fawn.,runaway"
34219,Ops,g,goddess of plenty
34220,Opurbo,b,
34221,Ora,u,"beautiful seacoast.,light.,gold"
34222,Orabel,g,beautiful seacoast
34223,Orabelle,g,beautiful seacoast
34224,Oracle,u,prophecy
34225,Oracula,g,divine message
34226,Orah,g,"light.,light"
34227,Orahamm,b,from tbe riverbank enclosure.
34228,Oral,u,"speaker, word"
34229,Oralee,g,"light.,lord is my light"
34230,Orali,g,"light.,light"
34231,Oralia,g,golden
34232,Oralie,g,"golden.,the golden"
34233,Oram,b,from tbe riverbank enclosure.
34234,Oran,u,"white.,pale.,green"
34235,Orana,g,the moon
34236,Orane,u,"rising.,rising"
34237,Orange,b,
34238,Oratun,b,from the shore farm
34239,Orban,b,born in the city
34240,Orbart,b,wealthy
34241,Orbert,b,wealthy
34242,Orbona,g,protectress of sick children.
34243,Orcus,b,the mythical underworld
34244,Ord,b,spear
34245,Ordalf,g,elfin spear
34246,Orde,u,beginning
34247,Ordelia,g,the spear of the elf
34248,Ordell,u,beginning
34249,Ordella,g,elfin spear
34250,Ordland,b,from the pointed hill
34251,Ordman,b,spearman
34252,Ordmund,b,spear defender
34253,Ordsone,b,ormonds son
34254,Ordwald,b,spear strength
34255,Ordway,b,warrior armed with a spear.
34256,Ordwin,b,spear friend
34257,Ordwine,b,spear friend
34258,Orea,g,mountains
34259,Oreb,b,a raven
34260,Oregon,u,
34261,Oreias,b,from the mountain
34262,Orel,b,eagle
34263,Orelia,g,golden
34264,Orell,b,ore hill m or fa surname and a place name.
34265,Orella,g,speaking woman
34266,Oren,b,"pale.,pine tree.,a tree"
34267,Orenda,g,magic power
34268,Orene,g,
34269,Oreste,b,from the mountain
34270,Orestes,b,mountain man
34271,Orford,b,from the cattle ford
34272,Orghlaith,g,golden
34273,Orguelleuse,g,an arrogant lady
34274,Orham,b,from tbe riverbank enclosure.
34275,Orhan,b,
34276,Ori,b,"my light.,my light,name of a charitable king"
34277,Oria,g,"girl with the golden hair,golden."
34278,Orial,g,golden
34279,Oriana,g,"blond.,golden.,golden dawn"
34280,Orianna,g,golden dawning
34281,Oribel,g,golden beauty
34282,Oribella,g,beautiful golden child
34283,Oribelle,g,beautiful golden child
34284,Orick,b,from the ancient oak tree
34285,Orie,b,
34286,Oriel,u,"gold,compound of fire and strife.."
34287,Orien,u,"the orient, east"
34288,Origen,b,
34289,Orik,b,from the ancient oak tree
34290,Orilla,g,
34291,Orin,b,"white.,pale.,tree.,tree"
34292,Orinda,g,pine trees
34293,Oringo,b,he who likes the hunt
34294,Orino,u,workmans meadow
34295,Oriol,b,
34296,Oriole,u,"golden, a gold flecked bird."
34297,Orion,u,"a hunter in greek mythology.,son of fire"
34298,Oris,b,"tree.,tree"
34299,Oriyg,b,son of valthjof
34300,Orji,b,majestic trunk
34301,Orkatz,b,a deer.
34302,Orla,u,golden
34303,Orlaith,g,golden
34304,Orlaithe,g,golden
34305,Orlan,b,"from the pointed hill.,renowned in the land. form of roland..,renowned in the land form of roland."
34306,Orland,b,"from the pointed hill,renowned in the land. form of roland.."
34307,Orlande,b,
34308,Orlando,b,"land of gold,variant of roland: famed land; renowned in the land..,variant of roland: famous land;.heroic.."
34309,Orlantha,g,from the land
34310,Orlanthe,g,renowned fame
34311,Orleans,u,golden
34312,Orlee,g,"light.,light"
34313,Orlege,b,battle strife
34314,Orlena,g,"gold.,the golden"
34315,Orlenda,g,f eagle
34316,Orlene,g,gold
34317,Orley,b,
34318,Orli,g,the light is mine
34319,Orlin,b,"renowned in the land form of roland.,renowned in the land. form of roland.."
34320,Orlina,g,gold
34321,Orlo,b,
34322,Orlondo,b,"renowned in the land. form of roland..,renowned in the land form of roland."
34323,Orly,u,light
34324,Orm,b,son of ulf
34325,Orma,g,free men
34326,Orman,b,spearman
34327,Ormand,b,serpent
34328,Ormanda,g,of the sea
34329,Ormeman,b,spearman
34330,Ormemund,b,spear defender
34331,Ormod,b,sad
34332,Ormond,b,spear defender
34333,Ormund,b,spear defender
34334,Orn,b,eagle
34335,Ornan,g,that rejoices
34336,Ornella,g,flowering ash tree
34337,Ornetta,g,"cedar tree.,cedar tree"
34338,Ornette,b,
34339,Ornice,b,cedar tree
34340,Ornob,b,
34341,Oro,b,gold
34342,Oroiti,b,the slow-footed one
34343,Oroitz,b,memory.
34344,Orpah,g,fawn
34345,Orpha,g,
34346,Orphe,g,lover of dionysus
34347,Orpheus,b,son of apollo
34348,Orpita,g,offering
34349,Orquidea,g,orchid
34350,Orquidia,g,orchid
34351,Orra,g,
34352,Orran,b,"pale.,the name of an english river."
34353,Orrel,b,eagle
34354,Orren,b,"pale.,the name of an english river."
34355,Orrick,b,venerable oak
34356,Orrie,u,
34357,Orrik,b,from the ancient oak tree
34358,Orrin,b,"river,pale.,a mountain."
34359,Orris,b,
34360,Orsen,b,"ormonds son.,bear"
34361,Orsin,b,bear
34362,Orsino,b,little bear
34363,Orson,b,"ormonds son.,a bear,bear cub. famous bearer: american actor/director orson welles.."
34364,Ortense,g,the garden lover
34365,Ortensia,g,the garden lover
34366,Ortensiana,g,farmer
34367,Ortensie,g,farmer
34368,Orthros,b,guardian of geryon
34369,Orton,b,from the shore farm
34370,Ortrud,g,serpentine
34371,Ortruda,g,serpentine
34372,Ortrude,g,serpentine
34373,Ortun,b,from the shore farm
34374,Ortygia,g,calypsos island
34375,Orun,b,
34376,Orup,b,
34377,Orva,g,"courageous friend,worth gold."
34378,Orval,b,"spear strength,variant of orville: gold town. famous bearer: aviator orville wright (1871-1948) who (along with his brother wilbur) designed and built the first true airplane.."
34379,Orvel,b,
34380,Orvelle,b,gold town
34381,Orvil,b,"spear strength.,gold town"
34382,Orville,b,"spear strength.,golden city"
34383,Orvin,b,boar friend
34384,Orvis,b,
34385,Orvyn,b,brave friend
34386,Orwald,b,spear strength
34387,Orwel,b,horizon
34388,Orynko,g,peace
34389,Orzora,g,"gods strength.,gods strength"
34390,Orzsebet,g,"devoted to god.,devoted to god"
34391,Os,b,divine
34392,Osa,g,
34393,Osahar,b,god hears me
34394,Osama,b,"lion-like,lion."
34395,Osamu,b,
34396,Osana,g,health
34397,Osane,g,"health.,health"
34398,Osanna,g,praise!
34399,Osaze,b,favoured by god
34400,Osbaldo,b,
34401,Osbart,b,divinely brilliant
34402,Osbeorht,b,divinely brilliant
34403,Osberga,g,name of a queen
34404,Osbert,b,divinely brilliant
34405,Osborn,b,"divine warrior.,bear of god"
34406,Osborne,b,"soldier of god,variant of osborn: divine warrior.."
34407,Osboume,b,divine bear
34408,Osbourne,b,"divine warrior.,born from a bear"
34409,Osburga,g,name of a queen
34410,Osburn,b,divine warrior
34411,Osburt,b,divinely brilliant
34412,Oscar,b,"jumping fighter.,accurate spearsman,divine spear; gods spear. famous bearer: poet oscar wilde (1854-1900), who was put on trial and imprisoned for homosexuality.."
34413,Osckar,b,"jumping fighter.,jumping fighter"
34414,Oseye,g,happy
34415,Osgood,b,goth of the heavens
34416,Oshay,b,surname
34417,Oshea,b,surname
34418,Osias,b,salvation
34419,Osie,u,
34420,Osip,b,"god wiil multiply.,god wiil multiply"
34421,Osiris,b,god of the dead
34422,Osk,g,mother of hild
34423,Oskar,b,"jumping fighter.,jumping fighter"
34424,Oskari,b,leaping warrior
34425,Osker,b,"jumping fighter.,jumping fighter"
34426,Osma,g,gods servant
34427,Osman,b,"tender youth,godly protection."
34428,Osmar,b,divinely glorious
34429,Osmarr,b,divinely glorious
34430,Osmin,b,godly protection
34431,Osmond,b,godly protector
34432,Osmont,b,divine protector
34433,Osmund,b,godly protection
34434,Osok,b,
34435,Ospak,b,brother of gudrun
34436,Osraed,b,divine counselor
34437,Osred,b,divine counselor
34438,Osric,b,divine ruler
34439,Osrick,b,divine ruler
34440,Osrid,b,divine counselor
34441,Osrik,b,divine ruler
34442,Osryd,b,divine counselor
34443,Ossama,b,one of the names of the lion.
34444,Ossian,b,fawn
34445,Ossie,u,gods divine power
34446,Ossip,b,
34447,Ossy,b,"diminutive of oscar: divine spear; gods spear. famous bearer: poet oscar wilde (1854-1900), who was put on trial and imprisoned for homosexuality.."
34448,Ostein,b,happy
34449,Osten,b,worthy of respect
34450,Osvald,b,divine power
34451,Osvaldo,b,
34452,Osvif,b,father of gudrun
34453,Oswald,b,"god of the forest,power of god."
34454,Oswaldo,b,divine power
34455,Oswallt,b,"welsh form of oswald strength from god.,welsh form of oswald strength from god.."
34456,Osweald,b,divinely powerful
34457,Oswell,b,divinely powerful
34458,Oswin,b,gods friend
34459,Oswine,b,name of a king
34460,Oswiu,b,name of a king
34461,Oswy,b,name of a king
34462,Oszkar,b,hungarian form of oscar leaping warrior.
34463,Ota,u,rich
34464,Otadan,b,plenty
34465,Otaktay,b,"kills many,kills many (sioux)."
34466,Otelia,g,
34467,Otha,u,little wealthy one
34468,Othel,b,
34469,Othello,b,prosperous
34470,Othili,g,little wealthy one
34471,Othin,b,god of the sky
34472,Othman,b,wealthy
34473,Othmann,b,wealthy
34474,Othmar,b,happy fame
34475,Othni,b,my time my hour
34476,Othniel,b,the hour of god
34477,Otho,b,wealthy
34478,Othomann,b,wealthy
34479,Otieno,b,born at night
34480,Otik,b,wealthy
34481,Otilie,g,fortunate heroine
34482,Otis,b,"wealthy.,one who hears well"
34483,Otka,g,fortunate heroine
34484,Oto,b,name of a tribe in africa
34485,Otoahhastis,b,"tall bull,tall bull (cheyenne)."
34486,Otoahnacto,b,"bull bear,bull bear (cheyenne)."
34487,Otokars,b,rich
34488,Otomars,b,rich
34489,Otoo,b,collecting sea shells in a basket.
34490,Otos,b,keen of hearing
34491,Otrera,g,mother of the amazons
34492,Otsinto,b,
34493,Otsoa,b,wolf.
34494,Ott,b,
34495,OttaKoothan,b,name of a poet
34496,Ottah,b,third born
34497,Ottar,b,fighter
34498,Ottavia,g,the eighth
34499,Ottavio,b,born eighth
34500,Otthild,g,fortunate heroine
34501,Otthilda,g,fortunate heroine
34502,Otthilde,g,fortunate heroine
34503,Ottie,u,
34504,Ottila,g,fortunate heroine
34505,Ottilia,g,fortunate heroine
34506,Ottilie,g,"little wealthy one,elfin spear. can also be a feminine variant of odo: wealthy, or of ottilia: of the fatherland; fortunate heroine.."
34507,Ottillia,g,lucky battle maiden
34508,Ottis,b,
34509,Ottmar,b,
34510,Otto,b,wealthy
34511,Ottokar,b,happy fighter
34512,Ottorino,b,
34513,Ottoway,b,lucky in war
34514,Otus,b,keen of hearing
34515,Otway,b,fortunate in battle
34516,Otylia,g,lucky heroine
34517,Oubastet,b,a cat
34518,Oudsiyya,g,glorious holy
34519,Oudumber,b,vishnu
34520,Ouida,g,warrior woman
34521,Ouray,b,"arrow,arrow."
34522,Ourra-Tul-Ain,g,delight of eye darling
34523,Ourson,b,little bear
34524,Outram,b,wealthy raven
34525,Ova,u,egg
34526,Ovadiah,b,"serves god.,serves god"
34527,Ovadya,b,"serves god.,serves god"
34528,Ovaegir,b,father of the skraeling children.
34529,Ove,g,"mythical daughter of dearg..,mythical daughter of dearg."
34530,Oved,b,"worker.,worker"
34531,Overton,u,the upper town
34532,Ovia,g,egg
34533,Ovid,b,"worker.,egg shaped"
34534,Ovidio,b,shepherd
34535,Ovila,b,
34536,Oviya,g,like a beautiful art
34537,OviyaKodi,g,vine in a beautiful art
34538,Oviyam,g,beautiful art
34539,Oviyan,b,artist
34540,Owain,b,"son of urien,young warrior.,variant of ewen: variant of eoghan or eugene.."
34541,Owais,b,a companion of the prophet (s.a.w).
34542,Owein,b,"young warrior,young warrior."
34543,Owen,b,"young fighter.,born to nobility,variant of ewen: variant of eoghan or eugene..,young warrior. also can be a variant of eugene: well-born.."
34544,Owena,g,"well-born,feminine form of owen: young warrior. also can be a variant of eugene: well-born.."
34545,Owens,b,
34546,Owin,b,"young fighter.,young fighter,young warrior."
34547,Ownah,g,form of una
34548,Owyn,b,"young fighter.,young fighter,young warrior."
34549,Owynn,b,"wellborn form of ewan,wellborn. form of ewan."
34550,Oxa,b,ox
34551,Oxford,b,rivers pass
34552,Oxley,b,from the ox enclosure
34553,Oxnaford,b,from the ox ford
34554,Oxnaleah,b,from the ox enclosure
34555,Oxnatun,b,from the ox farm
34556,Oxton,b,from the ox farm
34557,Oya,u,to beckon
34558,Oyama,u,lean on me
34559,Oysten,b,happy
34560,Oyunbileg,g,gift of wisdom
34561,Oz,u,"divine.,strength"
34562,Ozell,u,
34563,Ozella,g,
34564,Ozem,b,that fasts their eagerness.
34565,Ozi,b,"strong.,strong"
34566,Ozias,b,strength from the lord
34567,Ozie,u,
34568,Ozni,b,an ear my hearkening
34569,Ozur,b,son of thorleif
34570,Ozzi,b,"strong.,strong"
34571,Ozzie,b,"gods divine power,strong."
34572,Ozzy,b,gods divine power
34573,O~keefe,b,surname
34574,O~shay,b,surname
34575,O~shea,b,surname
34576,P.,b,
34577,PJ,g,
34578,PSY,b,
34579,Pa,g,free
34580,Paadini,g,pleasing song
34581,Paalmadhiyan,b,handsome and brilliant like the moon
34582,Paamannan,b,king of poetry
34583,Paandu,b,father of the pandavas
34584,Paandurang,b,a diety
34585,Paaninee,b,a sanskrit grammarian
34586,PaarVendan,b,leader; ruler of the world
34587,Paarai,b,opening
34588,Paarbrahm,b,the supreme spirit
34589,Paari,b,name of a charitable king
34590,Paarth,b,another name of arjuna
34591,Paarthiv,b,earthly
34592,Paavai,g,beautiful girl
34593,Paavak,b,pure
34594,Paavan,b,"holy,pure, sacred"
34595,Paavarasi,g,queen of songs
34596,Paaveli,b,finnish form of paul
34597,Paavendan,b,king of poetry
34598,Paavo,b,finnish form of paul
34599,Paban,b,wind
34600,Pabiyan,b,russian form of fabian bean farmer.
34601,Pabla,u,form of pauli see paul
34602,Pablo,b,borrowed
34603,Pabok,b,fire
34604,Pachacuti,b,
34605,Pachai,b,youthful; resourceful
34606,PachaiKili,g,
34607,PachaiKodi,g,
34608,PachaiMani,b,youthful; resourceful
34609,PachaiMuthu,b,youthful; resourceful
34610,Pachaiappan,b,youthful; resourceful
34611,Pachaiyammal,g,
34612,Pacho,b,free
34613,Pachomius,b,
34614,Pachu`a,b,feathered water snake (hopi)..
34615,Pachua,b,free
34616,Pachu~a,b,feathered water snake
34617,Paciencia,g,patient
34618,Pacifico,b,peaceful
34619,Packard,b,one who packs
34620,Paco,b,"gold eagle,eagle.,free."
34621,Pacorro,b,free
34622,Pacquita,g,free
34623,PadaiThalaivan,b,leader
34624,Padak,b,a medal
34625,Padam,b,lotus
34626,Paddy,b,form of patrick nobleman
34627,Paden,b,royal
34628,Padgett,b,attendant
34629,Padhraig,b,regal
34630,Padhumai,g,
34631,Padm,b,lotus
34632,Padma,g,"goddess,lotus,lotus, goddess lakshmi ( padmaja"
34633,Padmabandhu,b,"friend of lotus ( bee , sun ),friend of lotus (bee, sun)"
34634,Padmacharan,b,lakshmi`s feet
34635,Padmadev,b,name of a hero from ancient jain literature.
34636,Padmadhar,b,"one who holds a lotus,one who holds a lotus ( lord vishnu)"
34637,Padmagriha,g,who resides in a lotus
34638,Padmahasta,b,lotus-handed. lord krishan
34639,Padmaj,b,"born from lotus ( lord bramha),lord brahama"
34640,Padmaja,g,"born from lotus lakshmi,goddess laxmi"
34641,Padmajai,g,"born from lotus, lakshmi"
34642,Padmakali,g,lotus bud
34643,Padmakant,b,"husband of lotus ( sun),husband of lotus (sun)"
34644,Padmakanth,b,vishnu
34645,Padmakar,b,"jewel, lord vishnu,lake with lotuses"
34646,Padmaksh,b,a person with lotus like eyes.
34647,Padmakshi,g,one with lotus-like eyes
34648,Padmakumar,b,son of lakshmi
34649,Padmal,u,lotus
34650,Padmalaya,g,lake of lotuses
34651,Padmalochan,b,lotus eyed
34652,Padmalochana,g,lotus eyed
34653,Padmamalini,g,goddess lakshmi
34654,Padman,b,lotus
34655,Padmanabh,b,one with lotus in his navel ( lord vishnu)
34656,Padmanabha,b,lord vishnu
34657,Padmapani,b,lord bramha
34658,Padmapati,b,lord vishnu
34659,Padmapriya,g,lover of lotus
34660,Padmarekha,g,"lotus like lines on palm,lotus- like lines on palm which are considered to be sign of good luck"
34661,Padmasambhava,b,
34662,Padmashri,g,divine lotus
34663,Padmavasa,g,"one who resided in lotus,one who resided in lotus ( goddess lakshmi)"
34664,Padmavati,g,goddess lakshmi
34665,Padmayani,b,lord brahama; buddha
34666,Padmesh,b,lord vishnu
34667,Padmini,g,"lotus pond,lotus plant, also famous queen of chittaud"
34668,Padminish,b,lord of lotuses; sun
34669,Padnuni,g,lotus
34670,Padon,b,"his redemption, ox-yoke"
34671,Padraic,b,"patrician, noble form of patrick."
34672,Padraig,b,noble
34673,Padraigin,g,noble
34674,Padriac,b,noble
34675,Padric,b,"patrician, noble form of patrick."
34676,Padrig,b,"welsh form of patrick noble.,welsh form of patrick noble.."
34677,Padruig,b,"gaelic form of patrick.,royal"
34678,Padyanava,b,vishnu
34679,Paegastun,b,from the fighters farm
34680,Paella,b,mantle
34681,Pafko,b,czechoslovakian for son of paul.
34682,Pafnuty,b,
34683,Pagalavan,b,sun; radiant
34684,Pagan,u,country peasant
34685,Paganus,b,villager
34686,Page,u,"youthful, young at heart,attendant."
34687,Paget,b,attendant
34688,Pagiel,b,"prevention, or prayer, of god."
34689,Pahal,u,"facet, beginning initiative,the start"
34690,Pahana,u,"lost white brother,lost white brother (hopi).."
34691,Pahath-Moab,b,ruler of moab
34692,Paien,b,name of a nobleman
34693,Paige,u,assistant
34694,Paili,g,"bitter.,bitter"
34695,Paine,b,"pagan.,man from the country"
34696,Pairlee,g,
34697,Paisley,u,teardrop
34698,Paiton,b,village of the warrior
34699,Paityn,g,
34700,Paiva,g,god of the sun
34701,Pakeezah,g,pure.
34702,Pakhi,u,bird
34703,Paki,b,witness
34704,Pakistan,u,
34705,Paksha,b,symbolising the phases of moon.
34706,Pakshalika,g,on the right path
34707,Pakshi,b,bird
34708,Pakshiraj,b,garuda
34709,Pakuna,g,deer jumping downhill
34710,Pakwa,g,"frog,frog (hopi)."
34711,Pal,b,witness
34712,Pala,g,small.
34713,Palaemon,b,a sea god
34714,Palak,u,"eyelid,eye lid"
34715,Palaksi,g,white
34716,Palal,b,thinking
34717,Palamedes,b,a knight
34718,Palani,u,"free man,abode of god murugan"
34719,PalaniKumar,b,god murugan
34720,PalaniManikkam,b,god murugan
34721,PalaniMurugan,b,god murugan
34722,PalaniMuthu,b,god murugan
34723,PalaniNathan,b,god murugan
34724,PalaniSami,b,god murugan
34725,PalaniVel,b,god murugan
34726,Palaniammal,g,
34727,Palaniswamy,b,murugha
34728,Palaniyandavan,b,god murugan
34729,Palaniyandi,b,god murugan
34730,Palaniyappan,b,god murugan
34731,Palaniyarasan,b,god murugan
34732,Palash,b,"flowering tree,name of a tree ( kinshuk ),tree"
34733,Palashranjan,b,beautiful like a palash
34734,Palau,u,
34735,Palba,g,blond
34736,Palban,b,blond
34737,Palben,b,"blond.,blond"
34738,Pales,g,goddess of shepherds and flocks.
34739,Palesa,g,flower
34740,Paley,u,from the name paul
34741,Palika,b,small
34742,Paliki,g,little
34743,Palila,g,bird
34744,Palin,b,protecting
34745,Palinurus,b,pilot of aeneass boat
34746,Pall,g,"bitter.,bitter"
34747,Pallab,b,new leaves
34748,Pallantia,g,daughter of hercules
34749,Pallas,u,wisdom
34750,Pallatin,b,fighter
34751,Pallaton,b,"fighter,warrior."
34752,Pallav,b,"tender leaves,young shoots & leaves,young shoots and leaves"
34753,Pallavan,b,from pallava naadu; pallava king
34754,Pallavi,g,"new leaves,bud"
34755,Pallavini,g,with new leaves
34756,Pallie,g,
34757,Pallu,g,marvelous hidden
34758,Palma,g,palm
34759,Palmer,u,"palm bearer, peacemaker"
34760,Palmere,b,pilgrim
34761,Palmiera,u,palm tree
34762,Palmira,g,from the city of palms
34763,Palmiro,b,
34764,Palmyra,g,palm tree
34765,Paloma,g,a dove
34766,Palomi,g,
34767,Palomydes,b,a knight
34768,Palsmedes,b,a knight
34769,Palt el,b,god liberates.
34770,Palt-El,b,god liberates
34771,Palti,u,"god liberates.,my escape, deliverance"
34772,Paltiel,b,"deliverance, or banishment, of god."
34773,Pam,g,"honey,diminutive of pamela: name invented in the 16th century for a heroine of the book arcadia, by sir philip sidney.."
34774,Pamala,g,
34775,Pameela,g,honey
34776,Pamela,u,"honey,honey.,name invented in the 16th century for a heroine of the book arcadia, by sir philip sidney..,"
34777,Pamelia,g,"covered with honey,variant of pamela: name invented in the 16th century for a heroine of the book arcadia, by sir philip sidney.."
34778,Pamelina,g,made of honey
34779,Pameline,g,made of honey
34780,Pamella,g,made of honey
34781,Pammeli,g,made of honey
34782,Pamola,g,mountain goddess
34783,Pampa,g,river
34784,Pampapati,b,viroopaksha lord of the pampa river.
34785,Pamuy,g,"water moon,water moon (hopi)."
34786,Pan,b,god of flocks
34787,Panaetius,b,
34788,Panagiota,g,all holy
34789,Panagiotis,b,all or holy
34790,Panama,u,
34791,Panambi,g,butterfly
34792,Pananjay,b,cloud
34793,Panav,b,prince
34794,Panbu,g,good character
34795,Panchaanan,b,"five-eyed, name of shiva"
34796,Panchal,b,lord shiva
34797,Panchali,g,"princess,one with wife husbands,doll, also draupadi, the wife of pandavas"
34798,Panchavaktra,b,"five faced, lord hanuman"
34799,Panchen,b,
34800,Panchika,b,husband of abhirati
34801,Panchito,b,free
34802,Pancho,b,"tuft, plume"
34803,Pancratius,b,supreme ruler
34804,Pancrazio,b,supreme ruler
34805,Pandara,g,wife
34806,Pandareos,b,a thief
34807,Pandarus,b,killed for breaking a truce.
34808,Pander,b,pericles prince of tyre a pander.
34809,Pandhari,b,lord vithobha
34810,PandiNadan,b,from the pandiya naadu
34811,Pandiammal,g,pandiya girl
34812,Pandita,b,scholar
34813,PandiyaMagal,g,pandiya girl
34814,Pandiyan,b,king of pandiya naadu
34815,Pandiyarasan,b,king of pandiya naadu
34816,Pandora,g,gifted
34817,Pandu,b,pale
34818,Panduranga,b,"one with a pale white complexion,with pale white complexion"
34819,Pandya,b,south indian dynasty
34820,Pangari,g,"a shadow, or of the soul"
34821,PangayarChelvi,g,
34822,Pani,b,pagan
34823,Panini,g,skilful
34824,Panita,g,admired
34825,Paniz,g,sugar
34826,Pankaj,b,"lotus flower,lotus,mud born, lotus"
34827,Pankaja,g,lotus
34828,Pankajadharini,g,who holds a lotus
34829,Pankajalochana,b,lotus eyed. lord krishna
34830,Pankajan,b,lotus; lord vishnu
34831,Pankajeet,b,"eagle ( garuda ),eagle (garuda)"
34832,Pankhadi,g,petal
34833,Pankhudi,g,
34834,Pankhuri,b,petal
34835,Pankita,g,
34836,Pankti,g,sentence
34837,Panmoli,b,articulate
34838,Pann-gesh,b,king of serpents
34839,Panna,u,"emerald,name of a jewel"
34840,Pannalal,b,"a jewel,emerald"
34841,Panneer,b,
34842,PanneerChelvan,b,
34843,Pannoowau,b,he lies
34844,Panos,b,a rock
34845,Panphila,g,all loving
34846,Panshul,b,lord shiva
34847,Pansy,g,"a thought,flower."
34848,Pant,b,father of lancelot
34849,Panteleimon,b,merciful
34850,Panteno,b,one who deserves praise.
34851,Panthea,g,of all gods
34852,Panthino,b,two gentlemen of verona servant to antonio.
34853,Pantxike,u,free
34854,Pany,b,"son of harry,son of harry."
34855,Panya,g,enthroned
34856,Panyin,g,older twin
34857,Paola,g,"small,"
34858,Paolo,b,small
34859,Papandrou,b,son of ander
34860,Paphos,g,mother of cinyras
34861,Papias,b,
34862,Papillon,g,butterfly
34863,Papina,g,ivy
34864,Papiss,b,
34865,Pappus,b,
34866,Paprika,g,spice
34867,Papua New Guinea,u,
34868,Paquita,g,free
34869,Paquito,b,free
34870,Paraag,b,"pollen, sandal wood"
34871,Paraaha,g,born on good friday
34872,Paraashar,b,a celebrated saint
34873,Paracelsus,b,
34874,Parag,b,"pollen grains, sandal wood"
34875,Paraguay,u,
34876,Parajika,g,a raagini
34877,Parakram,b,"bravery prowess,strength"
34878,Paralee,g,
34879,Param,b,"perfect, ultimate,being supreme"
34880,Param-hans,b,the supreme spirit
34881,Parama,g,the best
34882,ParamaSivan,b,god sivan
34883,Paramahansa,b,
34884,Paraman,b,god sivan
34885,Paramananda,b,supreme bliss
34886,Paramartha,b,"great entity,highest or divine truth,highest truth"
34887,Parambir,g,the greatest of warriors
