id,Name,Gender,Language,Meaning,,,,
28,Suchendra,Boy,Punjabi,Lord of piousness,,,,
29,Suchet,Boy,Punjabi,Attentive; Alert,,,,
0,Suchin,Boy,Punjabi,Means a Beautiful Thought,,,,
1,Suchir,Boy,Punjabi,eternal,,,,
3,Suchit,Boy,Punjabi,Person with a sound mind,,,,
4,Sudalai,Boy,Punjabi,Village God,,,,
5,Sudama,Boy,Punjabi,Meek,,,,
6,Sudama,Boy,Punjabi,"meek or humble person, Lord Krishna's pauper friend",,,,
7,"Sudarshan , sudarsh",Boy,Punjabi,good looking,,,,
8,Sudarshan,Boy,Punjabi,Good looking,,,,
9,Suday,Boy,Punjabi,Gift,,,,
10,Sudeep,Boy,Punjabi,bright,,,,
11,Sudeep,Boy,Punjabi,Illumined,,,,
12,Sudeepta,Boy,Punjabi,bright,,,,
13,Sudesha,Boy,Punjabi,good country,,,,
15,Sudev,Boy,Punjabi,good diety,,,,
16,Sudeva,Boy,Punjabi,good Deva,,,,
18,Sudhakar,Boy,Punjabi,"mine of nectar, moon",,,,
19,Sudhamay,Boy,Punjabi,full of nectar,,,,
20,Sudhang,Boy,Punjabi,Moon,,,,
21,Sudhanshu,Boy,Punjabi,Moon,,,,
22,Sudhanshu,Boy,Punjabi,"moon, camphor",,,,
23,Sudhanvan,Boy,Punjabi,Lord Vishnu,,,,
24,Sudhendra,Boy,Punjabi,Lord of nectar,,,,
25,Sudhindra,Boy,Punjabi,God of wisdom,,,,
26,Sudhindra,Boy,Punjabi,Lord of knowledge,,,,
27,Sudhir,Boy,Punjabi,"Resolute, brave",,,,
28,Sudhish,Boy,Punjabi,Lord of excellent intellect,,,,
0,Sudhit,Boy,Punjabi,Kind,,,,
1,Sudip,Boy,Punjabi,Bright,,,,
2,Sudir,Boy,Punjabi,Bright,,,,
3,Sugandh,Boy,Punjabi,"sweet smelling, fragrance",,,,
4,Sugata,Boy,Punjabi,a name of the Buddha,,,,
5,Sughosh,Boy,Punjabi,one with melodious voice,,,,
6,Sugriva,Boy,Punjabi,One with graceful neck,,,,
7,Sugriva,Boy,Punjabi,"one with graceful neck, king of monkeys",,,,
8,Suhas,Boy,Punjabi,Laughter,,,,
9,Suhas,Boy,Punjabi,one with beautiful smile/ laughter,,,,
10,Suhrit,Boy,Punjabi,well-disposed,,,,
11,Suhruda,Boy,Punjabi,Good hearted,,,,
12,Sujal,Boy,Punjabi,Affectionate,,,,
13,Sujan,Boy,Punjabi,a good person,,,,
14,Sujan,Boy,Punjabi,honest,,,,
15,Sujash,Boy,Punjabi,illustrious,,,,
16,Sujat,Boy,Punjabi,belonging to a good clan,,,,
17,Sujay,Boy,Punjabi,victory,,,,
18,Sujendran,Boy,Punjabi,Universal being,,,,
19,Sujit,Boy,Punjabi,victory,,,,
21,Suka,Boy,Punjabi,Wind,,,,
22,Sukant/Sukanta,Boy,Punjabi,handsome,,,,
23,Sukanth,Boy,Punjabi,"one with a sweet voice, one with graceful neck",,,,
24,Sukarma,Boy,Punjabi,one who does good deeds,,,,
25,Sukarman,Boy,Punjabi,reciter of 1000 Samhitas,,,,
26,Suketu,Boy,Punjabi,"of good banner, flag",,,,
27,Sukhajat,Boy,Punjabi,Lord Shiva,,,,
28,Sukhakar,Boy,Punjabi,Lord Rama,,,,
29,Sukhamay,Boy,Punjabi,pleasurable,,,,
0,Sukhashakt,Boy,Punjabi,Lord Shiva,,,,
1,Sukhdev,Boy,Punjabi,god of happiness,,,,
3,Sukhesh,Boy,Punjabi,Lord of happiness,,,,
4,Sukhwant,Boy,Punjabi,"full of happiness, pleasant",,,,
5,Sukrant,Boy,Punjabi,extremely beautiful,,,,
6,Sukrit,Boy,Punjabi,wise,,,,
7,Sukumar,Boy,Punjabi,Handsome,,,,
8,Sukumar,Boy,Punjabi,"handsome, soft, tender",,,,
9,Sukumar,Boy,Punjabi,tender,,,,
10,Sukumara,Boy,Punjabi,"Very tender, very delicate",,,,
11,Sukumaran,Boy,Punjabi,A variation of the name Sukumara,,,,
12,Sulabh,Boy,Punjabi,easy to get,,,,
13,Sulalit,Boy,Punjabi,graceful,,,,
15,Sulek,Boy,Punjabi,Sun,,,,
16,Suloch,Boy,Punjabi,Beautiful eyes,,,,
17,Sulochan,Boy,Punjabi,one with beautiful eyes,,,,
18,Sumadhur,Boy,Punjabi,very sweet,,,,
19,Suman,Boy,Punjabi,flower,,,,
20,Sumangal,Boy,Punjabi,very auspicious,,,,
21,Sumant,Boy,Punjabi,Friendly,,,,
22,Sumant,Boy,Punjabi,"king's minister, intelligent person",,,,
23,Sumantu,Boy,Punjabi,Atharva Veda was assigned to him,,,,
24,Sumanyu,Boy,Punjabi,heaven,,,,
25,Sumatinath,Boy,Punjabi,Lord of wisdom,,,,
26,Sumay,Boy,Punjabi,Wise,,,,
27,Sumed,Boy,Punjabi,Wise,,,,
28,Sumedh,Boy,Punjabi,clever,,,,
29,Sumeet,Boy,Punjabi,Friendly,,,,
0,Sumeru,Boy,Punjabi,Lord Shiva,,,,
1,Sumit,Boy,Punjabi,well measured,,,,
3,Sumitr,Boy,Punjabi,good friend,,,,
4,Sumitranandan,Boy,Punjabi,sons of Sumitra (Lakshman & Shatrughna),,,,
5,Sumukh,Boy,Punjabi,Lord Shiva,,,,
6,Sunam,Boy,Punjabi,good name ( fame),,,,
7,Sunam,Boy,Punjabi,good name (fame),,,,
8,Sunand,Boy,Punjabi,pleasant,,,,
9,Sunandan,Boy,Punjabi,happy,,,,
10,Sunar,Boy,Punjabi,Happy,,,,
11,Sunashi,Boy,Punjabi,Lord Indra,,,,
12,Sunay,Boy,Punjabi,"best neeti, best path of life",,,,
13,Sunay,Boy,Punjabi,Wise,,,,
14,Sundar,Boy,Punjabi,Beautiful,,,,
15,Sundar,Boy,Punjabi,"beautiful, pleasant to the eyes/ears",,,,
16,Sunder,Boy,Punjabi,Handsome,,,,
17,Suneet,Boy,Punjabi,Lord Shiva; Righteous,,,,
18,Sunil,Boy,Punjabi,Dark blue,,,,
19,Sunil,Boy,Punjabi,"dark blue, red lotus, pomegranate tree",,,,
20,Sunirmal,Boy,Punjabi,pure,,,,
21,Sunjeev,Boy,Punjabi,Making alive,,,,
22,Suparn,Boy,Punjabi,Lord Vishnu,,,,
23,Suparn,Boy,Punjabi,one with nice feathers ( Garud),,,,
24,Supash,Boy,Punjabi,Lord Ganesh,,,,
25,Suprabhaat,Boy,Punjabi,good morning,,,,
26,Suprakash,Boy,Punjabi,manifested,,,,
27,Suprasanna,Boy,Punjabi,Ever Cheerful and beaming. Goddess Lakshmi,,,,
28,Supratik,Boy,Punjabi,Lord Shiva,,,,
29,Supratim,Boy,Punjabi,excellent,,,,
0,Suprit,Boy,Punjabi,loving,,,,
1,Sur,Boy,Punjabi,a musical note,,,,
2,Suradhish,Boy,Punjabi,Lord Indra,,,,
3,Suradip,Boy,Punjabi,Lord Indra,,,,
4,Suragan,Boy,Punjabi,Lord Shiva,,,,
5,Suraj,Boy,Punjabi,Sun,,,,
6,Suraj,Boy,Punjabi,sun (Surya),,,,
7,Surajit,Boy,Punjabi,god,,,,
8,Surajiv,Boy,Punjabi,Lord Vishnu,,,,
9,Suram,Boy,Punjabi,Beautiful,,,,
10,Suran,Boy,Punjabi,Pleasant sound,,,,
11,Suranjan,Boy,Punjabi,pleasing,,,,
12,Surarihan,Boy,Punjabi,Lord Shiva,,,,
13,Suras,Boy,Punjabi,juicy,,,,
14,Surbhup,Boy,Punjabi,Lord Vishnu,,,,
15,Surdaas,Boy,Punjabi,servant of musical tunes,,,,
16,Surdeep,Boy,Punjabi,lamp of music,,,,
17,Suren,Boy,Punjabi,Lord Indra,,,,
18,Surendra,Boy,Punjabi,Lord Indra,,,,
19,Surendra,Boy,Punjabi,lord of suras (Lord Indra),,,,
20,Suresh,Boy,Punjabi,godof suras (Lord Indra),,,,
21,Suresh,Boy,Punjabi,Sun,,,,
22,Sureshwar,Boy,Punjabi,Lord of The Gods,,,,
23,Suri,Boy,Punjabi,Lord Krishna,,,,
24,Surjeet,Boy,Punjabi,conquerer of the suras,,,,
25,Surjeet,Boy,Punjabi,conquerer of the suras ( sur,,,,
26,Surnath,Boy,Punjabi,"Lord Indra, lord of suras",,,,
27,Surup,Boy,Punjabi,Lord Shiva,,,,
28,Surush,Boy,Punjabi,Shining,,,,
29,Surya,Boy,Punjabi,sun,,,,
1,Suryabhan,Boy,Punjabi,sun,,,,
2,Suryabhan,Boy,Punjabi,the sun,,,,
3,Suryadev,Boy,Punjabi,Sun God,,,,
4,Suryakant,Boy,Punjabi,Loved by the sun,,,,
5,Suryakant,Boy,Punjabi,"loved by the sun, a shining crystal",,,,
6,Suryanshu,Boy,Punjabi,Sunbeam,,,,
7,Suryaprakash,Boy,Punjabi,sunlight,,,,
8,Suryashankar,Boy,Punjabi,lord Shiva,,,,
9,Suryesh,Boy,Punjabi,Sun Is God,,,,
10,Susadh,Boy,Punjabi,Lord Shiva,,,,
11,Susan,Boy,Punjabi,Lord Shiva,,,,
12,Susen,Boy,Punjabi,Lord Vishnnu,,,,
13,Sushant,Boy,Punjabi,Quiet,,,,
14,Sushant,Boy,Punjabi,"quiet, peaceful person",,,,
15,Sushen,Boy,Punjabi,son of Vasudeva,,,,
16,Susher,Boy,Punjabi,Kind,,,,
17,Sushil,Boy,Punjabi,Good charactered man,,,,
18,Sushil,Boy,Punjabi,virtuous,,,,
19,Sushim,Boy,Punjabi,Moonstone,,,,
20,Sushobhan,Boy,Punjabi,very beautiful,,,,
21,Sushrut,Boy,Punjabi,of good reputation,,,,
22,Sutantu,Boy,Punjabi,Lord Shiva; Lord Vishnnu,,,,
23,Sutapa,Boy,Punjabi,seeker of god,,,,
24,Sutara,Boy,Punjabi,holy star,,,,
25,Sutej,Boy,Punjabi,lustre,,,,
26,Sutirth,Boy,Punjabi,Lord Shiva,,,,
27,Sutosh,Boy,Punjabi,one who becomes happy easily,,,,
28,Sutoya,Boy,Punjabi,A river,,,,
29,Suvan,Boy,Punjabi,the sun,,,,
0,Suvarn,Boy,Punjabi,Lord Shiva,,,,
1,Suvas,Boy,Punjabi,Lord Shiva,,,,
2,Suvel,Boy,Punjabi,Placid,,,,
3,Suvidh,Boy,Punjabi,Kind,,,,
4,Suvimal,Boy,Punjabi,pure,,,,
5,Suvir,Boy,Punjabi,Lord Shiva,,,,
6,Suvrata,Boy,Punjabi,strict in religious vows (Subrata),,,,
8,Suyamun,Boy,Punjabi,Lord Vishnu,,,,
9,Suyash,Boy,Punjabi,"good result, victory",,,,
10,Suyash,Boy,Punjabi,illustrious,,,,
11,Suyati,Boy,Punjabi,Lord Vishnu,,,,
12,Svamin,Boy,Punjabi,Lord Vishnu,,,,
13,Svaminath,Boy,Punjabi,Lord Ganesh,,,,
14,Svang,Boy,Punjabi,Good looks,,,,
15,Svanik,Boy,Punjabi,Handsome,,,,
16,Svar,Boy,Punjabi,Lord Vishnu,,,,
17,Svaraj,Boy,Punjabi,Lord Indra,,,,
18,Svarg,Boy,Punjabi,Heaven,,,,
19,Svarna,Boy,Punjabi,Lord Ganesh,,,,
20,Svarpati,Boy,Punjabi,Lord of sound,,,,
21,Svayambhu,Boy,Punjabi,Lord Brahma; Vishnu; Shiva,,,,
22,Svayambhut,Boy,Punjabi,Lord Shiva,,,,
23,Swadhin,Boy,Punjabi,Independent and Free,,,,
24,Swagat,Boy,Punjabi,welcome,,,,
26,Swajith,Boy,Punjabi,Self made Victory,,,,
27,Swami,Boy,Punjabi,Lord,,,,
28,Swaminath,Boy,Punjabi,the lord almighty,,,,
29,Swapan,Boy,Punjabi,dream,,,,
0,Swapnesh,Boy,Punjabi,king of dreams,,,,
1,Swapnil,Boy,Punjabi,"seen in a dream, dreamy",,,,
3,Swaraj,Boy,Punjabi,"Liberty, freedom",,,,
4,Swarit,Boy,Punjabi,towards heaven,,,,
5,Swarnapurishwara,Boy,Punjabi,Lord of the Golden City,,,,
6,Swarnim,Boy,Punjabi,golden,,,,
7,Swarup,Boy,Punjabi,figure,,,,
8,Swarup,Boy,Punjabi,truth,,,,
9,Swastik,Boy,Punjabi,Auspicious,,,,
10,Swatantar,Boy,Punjabi,Independent and Free,,,,
11,Swayambhu,Boy,Punjabi,self existent,,,,
12,Swetaketu,Boy,Punjabi,an ancient sage,,,,
13,Swetank,Boy,Punjabi,fair bodied,,,,
14,Swethan,Boy,Punjabi,The one who has learnt all Vedas,,,,
15,Syamantak,Boy,Punjabi,a jewel of lord Vishnu,,,,
16,Syon,Boy,Punjabi,Gentle,,,,
17,Syum,Boy,Punjabi,A ray,,,,
0,Samreet,Girl,Punjabi,,,,,
1,Sangeeta,Girl,Punjabi,Music; Musical,,,,
2,Sarabjeet,Girl,Punjabi,Winning all,,,,
3,Saroj,Girl,Punjabi,Lotus Flower,,,,
4,Satroop,Girl,Punjabi,,,,,
5,Seerat,Girl,Punjabi,Wisdom,,,,
6,Shabadpreet,Girl,Punjabi,The one who loves the Holy Word,,,,
7,Sharanjeet,Girl,Punjabi,One who attains the Guru's shelter,,,,
8,Sharda,Girl,Punjabi,Goddess Saraswati,,,,
9,Shardha,Girl,Punjabi,wish,,,,
10,Simran,Girl,Punjabi,Remembrance; Meditation,,,,
11,Sohani,Girl,Punjabi,Beautiful,,,,
12,Suckchen,Girl,Punjabi,peace and happiness,,,,
13,Sukhbir,Girl,Punjabi,Warrior of peace,,,,
14,Sukhjeet,Girl,Punjabi,Remaining in peace,,,,
15,Sukhjit,Girl,Punjabi,cute,,,,
16,Sukhjot,Girl,Punjabi,Light of Peace,,,,
17,Sukhnaaz,Girl,Punjabi,,,,,
18,Sukhraj,Girl,Punjabi,King of Peace,,,,
19,Surinder,Girl,Punjabi,The king of gods; Lord Indra,,,,
20,Surjit,Girl,Punjabi,,,,,
21,Surjot,Girl,Punjabi,Godly light,,,,
22,Swaran,Girl,Punjabi,,,,,
23,Saachi,Girl,Punjabi,Truth,,,,
24,Saanjh,Girl,Punjabi,Evening,,,,
25,Saanvi,Girl,Punjabi,Goddess Lakshmi,,,,
26,Sabeena,Girl,Punjabi,Beautiful,,,,
27,Sabita,Girl,Punjabi,,,,,
28,Sabrang,Girl,Punjabi,Rainbow,,,,
29,Sabri,Girl,Punjabi,Lord Ram's devotees,,,,
0,Sachi,Girl,Punjabi,Grace,,,,
1,Sachita,Girl,Punjabi,consciousness,,,,
2,Sadabhuja,Girl,Punjabi,Goddess Durga,,,,
3,Sadhana,Girl,Punjabi,Goddess Durga,,,,
4,Sadhika,Girl,Punjabi,Goddess Durga,,,,
5,Sadhna,Girl,Punjabi,Worship,,,,
6,Sadhvi,Girl,Punjabi,virtuous woman,,,,
7,Saee,Girl,Punjabi,Female friend,,,,
8,Saesha,Girl,Punjabi,with great desire and wish,,,,
9,Sagari,Girl,Punjabi,From the Ocean,,,,
10,Sagarika,Girl,Punjabi,Wave,,,,
11,Sagun,Girl,Punjabi,Auspicious,,,,
12,Saguna,Girl,Punjabi,virtuous,,,,
13,Sahana,Girl,Punjabi,patience,,,,
14,Sahasra,Girl,Punjabi,A new beginning,,,,
15,Saheli,Girl,Punjabi,friend,,,,
16,Sahiba,Girl,Punjabi,the lady,,,,
17,Sahila,Girl,Punjabi,guide,,,,
18,Sahima,Girl,Punjabi,Snowed,,,,
19,Sahira,Girl,Punjabi,Mountain,,,,
20,Sahitya,Girl,Punjabi,Literature,,,,
21,Sahoj,Girl,Punjabi,Strong,,,,
22,Sai,Girl,Punjabi,a flower,,,,
23,SaiJayani,Girl,Punjabi,Personification of Victory. A Name for Shirdi Sai Baba,,,,
24,Sajala,Girl,Punjabi,clouds,,,,
25,Sajani,Girl,Punjabi,Beloved; Loving; Well loved,,,,
26,Sajili,Girl,Punjabi,decorated,,,,
27,Sajni,Girl,Punjabi,beloved,,,,
28,Saketha,Girl,Punjabi,Shri Krishna,,,,
29,Sakhi,Girl,Punjabi,friend,,,,
0,Sakshi,Girl,Punjabi,Witness,,,,
1,Salila,Girl,Punjabi,water,,,,
2,Saloni,Girl,Punjabi,Beautiful,,,,
3,Samali,Girl,Punjabi,Bouquet,,,,
4,Samata,Girl,Punjabi,equality,,,,
5,Sameena,Girl,Punjabi,happy,,,,
6,Sameera,Girl,Punjabi,Early morning fragrance,,,,
7,Samhita,Girl,Punjabi,a Vedic omposition,,,,
8,Samidha,Girl,Punjabi,an offering for a sacred fire,,,,
9,Samiksha,Girl,Punjabi,analysis,,,,
10,Samita,Girl,Punjabi,collected,,,,
11,Samiya,Girl,Punjabi,Incomparable,,,,
12,Sampada,Girl,Punjabi,Blessing,,,,
13,Sampatti,Girl,Punjabi,wealth,,,,
14,Sampriti,Girl,Punjabi,attachement,,,,
15,Samreen,Girl,Punjabi,A lovely quite girl.,,,,
16,Samriddhi,Girl,Punjabi,Prosperity,,,,
17,Samrta,Girl,Punjabi,Provided with Nectar,,,,
18,Samskara,Girl,Punjabi,Ethics,,,,
19,Samvidha,Girl,Punjabi,"direct, lead",,,,
20,Samvrita,Girl,Punjabi,invisible due to illusion (maya),,,,
21,Sana,Girl,Punjabi,Praise; Resplendence; Brilliance,,,,
22,Sananda,Girl,Punjabi,Pleasure; Goddess Lakshmi,,,,
23,Sanatani,Girl,Punjabi,Goddess Durga,,,,
24,Sanavi,Girl,Punjabi,"Sanvi, Goddess Lakshmi",,,,
25,Sanchali,Girl,Punjabi,Movement,,,,
26,Sanchaya,Girl,Punjabi,collection,,,,
27,Sanchita,Girl,Punjabi,collection,,,,
28,Sandhra,Girl,Punjabi,,,,,
29,Sandhya,Girl,Punjabi,Dusk; Perfection,,,,
0,Sanemi,Girl,Punjabi,Perfect,,,,
1,Sanghavi,Girl,Punjabi,Goddess Lakshmi,,,,
2,Sangita,Girl,Punjabi,music,,,,
3,Sangya,Girl,Punjabi,"Intellect, Wife of Surya Dev",,,,
4,Sani,Girl,Punjabi,Gift,,,,
5,Sanika,Girl,Punjabi,Flute,,,,
6,Saniya,Girl,Punjabi,A moment in time,,,,
7,Sanjana,Girl,Punjabi,In Harmony,,,,
8,Sanjaya,Girl,Punjabi,Triumphant,,,,
9,Sanjita,Girl,Punjabi,Triumphant,,,,
10,Sanjivani,Girl,Punjabi,immortality,,,,
11,Sanjna,Girl,Punjabi,Well Known,,,,
12,Sanjukta,Girl,Punjabi,union,,,,
13,Sanjula,Girl,Punjabi,Beautiful,,,,
14,Sanjushree,Girl,Punjabi,beautiful,,,,
15,Sankul,Girl,Punjabi,full of,,,,
16,Sannidhi,Girl,Punjabi,nearness,,,,
17,Sanobar,Girl,Punjabi,Palm tree,,,,
18,Sanoja,Girl,Punjabi,Eternal,,,,
19,Sansita,Girl,Punjabi,Praise,,,,
20,Sanskriti,Girl,Punjabi,culture,,,,
21,Santati,Girl,Punjabi,"Granter of Issues, Goddess Durga",,,,
22,Santosh,Girl,Punjabi,Satisfaction,,,,
23,Santoshi,Girl,Punjabi,Godess Name,,,,
24,Santushti,Girl,Punjabi,Complete satisfaction,,,,
25,Sanvali,Girl,Punjabi,dusky,,,,
26,Sanvi,Girl,Punjabi,Goddess Lakshmi,,,,
27,Sanyogita,Girl,Punjabi,,,,,
28,Sanyukta,Girl,Punjabi,Relating to,,,,
29,Saparna,Girl,Punjabi,leafy,,,,
0,Saphala,Girl,Punjabi,successful,,,,
1,Sapna,Girl,Punjabi,Dream,,,,
2,Sara,Girl,Punjabi,Precious,,,,
3,Sarada,Girl,Punjabi,Goddess Saraswati,,,,
4,Sarakshi,Girl,Punjabi,good sight,,,,
5,Sarala,Girl,Punjabi,straight; honest,,,,
6,Sarama,Girl,Punjabi,wife of Bibhisan,,,,
7,Saranya,Girl,Punjabi,surrendered,,,,
8,Sarasa,Girl,Punjabi,swan,,,,
9,Sarasi,Girl,Punjabi,lake,,,,
10,Saraswati,Girl,Punjabi,Goddess of learning,,,,
11,Saravati,Girl,Punjabi,a river,,,,
12,Sarayu,Girl,Punjabi,Wind,,,,
13,Sarbani,Girl,Punjabi,Goddess Durga,,,,
14,Sargini,Girl,Punjabi,Composed of parts,,,,
15,Sarika,Girl,Punjabi,A thing of beauty; Nature,,,,
16,Sarisha,Girl,Punjabi,charming,,,,
17,Sarita,Girl,Punjabi,Goddess Durga; River,,,,
18,Sarjana,Girl,Punjabi,creative; creation,,,,
19,Sarjena,Girl,Punjabi,Creative,,,,
20,Sarla,Girl,Punjabi,Straight forward,,,,
21,Saroja,Girl,Punjabi,lotus,,,,
22,Sarojini,Girl,Punjabi,In the lotus,,,,
23,Saruchi,Girl,Punjabi,Wonderful,,,,
24,Sarupa,Girl,Punjabi,Beautiful,,,,
25,Saruprani,Girl,Punjabi,beautiful woman,,,,
26,Sarvagjna,Girl,Punjabi,Goddess Durga,,,,
27,Sarvajina,Girl,Punjabi,Durga; who knows everything,,,,
28,Sarvani,Girl,Punjabi,Durga; universal; complete,,,,
29,Sarvika,Girl,Punjabi,,,,,
0,Sashi,Girl,Punjabi,moon,,,,
1,Sasmita,Girl,Punjabi,Always laughing,,,,
2,Sasthi,Girl,Punjabi,Goddess Durga,,,,
3,Satha,Girl,Punjabi,"Dishonest, hundred",,,,
4,Sati,Girl,Punjabi,Wife of Shiva,,,,
5,Sattviki,Girl,Punjabi,Durga; true; pure; honest,,,,
6,Satvari,Girl,Punjabi,Night,,,,
7,Satvi,Girl,Punjabi,Existence,,,,
8,Satvika,Girl,Punjabi,Goddess Durga,,,,
9,Satviki,Girl,Punjabi,Goddess Durga,,,,
10,Satya,Girl,Punjabi,Truth,,,,
11,Satyaki,Girl,Punjabi,one who is truthful,,,,
12,Satyarupa,Girl,Punjabi,truth; personified,,,,
13,Satyavati,Girl,Punjabi,truthful,,,,
14,Saudamini,Girl,Punjabi,lightning,,,,
15,Saumyaa,Girl,Punjabi,Goddess Durga,,,,
16,Saumyi,Girl,Punjabi,Moonlight,,,,
17,Saundarya,Girl,Punjabi,beautiful,,,,
18,Saura,Girl,Punjabi,Celestial,,,,
19,Savarna,Girl,Punjabi,daughter of the Ocean,,,,
20,Savidharani,Girl,Punjabi,Sungod,,,,
21,Savi,Girl,Punjabi,Sun,,,,
22,Savita,Girl,Punjabi,Sun,,,,
23,Savitashri,Girl,Punjabi,lustre of the sun,,,,
24,Savitha,Girl,Punjabi,"Bright, Sun",,,,
25,Savitri,Girl,Punjabi,Mother,,,,
26,Sayali,Girl,Punjabi,,,,,
27,Sayona,Girl,Punjabi,to decorate,,,,
28,Sayuri,Girl,Punjabi,Flower,,,,
29,Seema,Girl,Punjabi,Border; Limit,,,,
0,Seemanti,Girl,Punjabi,parting line,,,,
1,Seemantini,Girl,Punjabi,woman,,,,
2,Sejal,Girl,Punjabi,Pure; Depth in character,,,,
3,Selma,Girl,Punjabi,fair,,,,
4,Semanti,Girl,Punjabi,a white rose,,,,
5,Serena,Girl,Punjabi,quiet,,,,
6,Sesha,Girl,Punjabi,serpent who symbolizes time,,,,
7,Setu,Girl,Punjabi,Sacred symbol,,,,
8,Seva,Girl,Punjabi,Worship,,,,
9,Sevati,Girl,Punjabi,white rose,,,,
10,Sevita,Girl,Punjabi,cherished,,,,
11,Shabnam,Girl,Punjabi,Dew,,,,
12,Shabari,Girl,Punjabi,"devotee of Lord Rama, Aiyappa",,,,
13,Shachi,Girl,Punjabi,wife of Lord Indra,,,,
14,Shagun,Girl,Punjabi,Auspicious moment,,,,
15,Shaila,Girl,Punjabi,Living in Mountain,,,,
16,Shailaja,Girl,Punjabi,Goddess Parvati,,,,
17,Shailasha,Girl,Punjabi,Parvati; one who lives in the mountain,,,,
18,Shaili,Girl,Punjabi,Tradition,,,,
19,Shaivi,Girl,Punjabi,Prosperity,,,,
20,Shakambari,Girl,Punjabi,Goddess Parvati,,,,
21,Shakeela,Girl,Punjabi,beautiful,,,,
22,Shakini,Girl,Punjabi,Goddess Parvati,,,,
23,Shakti,Girl,Punjabi,Goddess Durga; power,,,,
24,Shakuntala,Girl,Punjabi,Wife of Dushyant,,,,
25,Shalaka,Girl,Punjabi,Goddess Parvati,,,,
26,Shalalu,Girl,Punjabi,Perfume,,,,
27,Shalika,Girl,Punjabi,Flute,,,,
28,Shalini,Girl,Punjabi,Modest,,,,
29,Shalmali,Girl,Punjabi,silk-cottom tree,,,,
0,Shama,Girl,Punjabi,Flame,,,,
1,Shambari,Girl,Punjabi,illusion,,,,
2,Shambhavi,Girl,Punjabi,Goddess Durga,,,,
3,Shambhukanta,Girl,Punjabi,wife of Shambhu,,,,
4,Shameena,Girl,Punjabi,beautiful,,,,
5,Shamim,Girl,Punjabi,fire,,,,
6,Shamita,Girl,Punjabi,peacemaker,,,,
7,Shampa,Girl,Punjabi,lightning,,,,
8,Shankari,Girl,Punjabi,Wife of Lord Shiva,,,,
9,Shankhamala,Girl,Punjabi,a fairytale princess,,,,
10,Shansa,Girl,Punjabi,Praise,,,,
11,Shanta,Girl,Punjabi,peaceful,,,,
12,Shantala,Girl,Punjabi,Goddess Parvati,,,,
13,Shanthini,Girl,Punjabi,,,,,
14,Shanti,Girl,Punjabi,Peace,,,,
15,Sharada,Girl,Punjabi,"goddess of learning, Saraswati",,,,
16,Sharadini,Girl,Punjabi,autumn,,,,
17,Sharani,Girl,Punjabi,the earth; protector; guardian,,,,
18,Sharanya,Girl,Punjabi,"Durga, Giver of refuge",,,,
19,Sharaya,Girl,Punjabi,,,,,
20,Sharda,Girl,Punjabi,A Goddess,,,,
21,Shardambha,Girl,Punjabi,Goddess Saraswati,,,,
22,Shari,Girl,Punjabi,Arrow,,,,
23,Sharika,Girl,Punjabi,Goddess Durga,,,,
24,Sharini,Girl,Punjabi,Earth,,,,
25,Sharmadha,Girl,Punjabi,,,,,
26,Sharmila,Girl,Punjabi,Shy,,,,
27,Sharmistha,Girl,Punjabi,wife of Yayati,,,,
28,Sharvani,Girl,Punjabi,Goddess Durga,,,,
29,Sharvari,Girl,Punjabi,Twilight,,,,
0,Shasha,Girl,Punjabi,Moon,,,,
1,Shashi,Girl,Punjabi,Moon,,,,
2,Shashibala,Girl,Punjabi,the moon,,,,
3,Shashikala,Girl,Punjabi,phases of moon,,,,
4,Shashini,Girl,Punjabi,Moon,,,,
5,Shashiprabha,Girl,Punjabi,moon light,,,,
6,Shashirekha,Girl,Punjabi,moon's ray,,,,
7,Shaswati,Girl,Punjabi,eternal,,,,
8,Shatakshi,Girl,Punjabi,Goddess Durga,,,,
9,Shayna,Girl,Punjabi,Beautiful,,,,
10,Sheela,Girl,Punjabi,Character,,,,
11,Sheen,Girl,Punjabi,Brightness,,,,
12,Sheetal,Girl,Punjabi,Cool,,,,
13,Shefali,Girl,Punjabi,Fragrant,,,,
14,Shefalika,Girl,Punjabi,a flower,,,,
15,Shejali,Girl,Punjabi,a fruit,,,,
16,Shemyukta,Girl,Punjabi,,,,,
17,Sheoli,Girl,Punjabi,,,,,
18,Shevalini,Girl,Punjabi,A river,,,,
19,Shevanti,Girl,Punjabi,a flower,,,,
20,Shibani,Girl,Punjabi,Goddess Durga,,,,
21,Shichi,Girl,Punjabi,Glow,,,,
22,Shikha,Girl,Punjabi,Hill Top,,,,
23,Shila,Girl,Punjabi,Rock,,,,
24,Shilavatia,Girl,Punjabi,river,,,,
25,Shilna,Girl,Punjabi,,,,,
26,Shilpa,Girl,Punjabi,perfectly created,,,,
27,Shilpita,Girl,Punjabi,well- proportioned,,,,
28,Shina,Girl,Punjabi,,,,,
29,Shinjini,Girl,Punjabi,anklebells,,,,
0,Shipra,Girl,Punjabi,a river,,,,
1,Shirina,Girl,Punjabi,Night,,,,
2,Shishirkana,Girl,Punjabi,particles of dew,,,,
3,Shiuli,Girl,Punjabi,Flower,,,,
4,Shivakanta,Girl,Punjabi,Goddess Durga,,,,
5,Shivali,Girl,Punjabi,Goddess Parvati,,,,
